SHELT_NB,shelter_id,site_id,site_on,site_at,CORN_DESC,CITY,bustop_yn,OWNER,shelter_manufacturer_id,shel_type,shelter_type_description,RT_CD,has_heat,has_light,has_solar,has_adpanel
O-9645,3618,53694,CEDAR AVE,APPLE VALLEY STATION,NEAR SIDE  S,APPLE VALLEY,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9647,3652,53801,FAMILY OF CHRIST LUTHERAN P&R,BUCHANAN ST,NEAR SIDE  N,HAM LAKE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9657,3697,53802,EAST BETHEL THEATER P&R,ULYSSES ST,NEAR SIDE  S,EAST BETHEL,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9651,3676,53863,MARSCHALL RD TRANSIT STATION,P&R,NEAR SIDE  E,SHAKOPEE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9650,3675,53864,MARSCHALL RD TRANSIT STATION,P&R,NEAR SIDE  E,SHAKOPEE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9655,3687,56091,EAGLE CREEK P&R,CO RD 21,FAR SIDE  W,SHAKOPEE,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9654,3683,56102,ROSEMOUNT TRANSIT STATION,P&R,NEAR SIDE  N,ROSEMOUNT,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9648,3660,56188,MAPLE PLAIN P&R,BAKER PARK RD,NEAR SIDE  N,MAPLE PLAIN,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9649,3669,56322,NEWPORT TRANSIT STATION,P&R,NEAR SIDE  E,NEWPORT,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9653,3678,56366,DUNKIRK LN P&R,PLYMOUTH PRESBYTERIAN,NEAR SIDE  E,PLYMOUTH,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9652,3677,56423,CNTY RD 6,ST PHILIP P&R,ACROSS FROM  E,PLYMOUTH,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
O-9646,3626,70099,CARVER P&R,IRONWOOD DR JONATHAN CARVER,NEAR SIDE  E,CARVER,Y,OTHER,,P&RO,Park & Ride: Other Owned,,N,N,N,N
M-9418,2765,17874,WAREHOUSE HENNEPIN AVE STATION,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,ST,Rail Station,BLAM,Y,Y,N,N
M-9507,1609,17875,WAREHOUSE HENNEPIN AVE STATION,NULL,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,,ST,Rail Station,BLN,Y,Y,N,N
M-9436,2759,51405,MOA TRANSIT STATION,NULL,NEAR SIDE  N,BLOOMINGTON,Y,METRO,,ST,Rail Station,BLPM,Y,Y,N,N
M-9419,2747,51408,NICOLLET MALL STATION,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,ST,Rail Station,BLAM,Y,Y,N,N
M-9420,2748,51409,GOVERNMENT PLAZA STATION,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,ST,Rail Station,BLAM,Y,Y,N,N
M-9423,2750,51411,CEDAR RIVERSIDE STATION,NULL,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,,ST,Rail Station,BLAM,Y,Y,N,N
M-9424,2751,51412,FRANKLIN AVE STATION,NULL,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,,ST,Rail Station,FLS,Y,Y,N,N
M-9425,2752,51413,LAKE ST MIDTOWN STATION,NULL,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,,ST,Rail Station,FLS,Y,Y,N,N
M-9429,2755,51417,VA MEDICAL CENTER STATION,NULL,NEAR SIDE  S,FORT SNELLING,Y,METRO,,ST,Rail Station,BLPM,Y,Y,N,N
M-9430,2756,51418,FORT SNELLING STATION,NULL,NEAR SIDE  S,FORT SNELLING,Y,METRO,,ST,Rail Station,BLPM,Y,Y,N,N
M-9504,2359,51426,CEDAR RIVERSIDE STATION,NULL,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,,ST,Rail Station,FLT,Y,Y,N,N
M-9506,2377,51428,LAKE ST - MIDTOWN STATION,NULL,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,,ST,Rail Station,FLS,Y,Y,N,N
M-9500,3704,51429,38TH ST STATION,NULL,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,,ST,Rail Station,BLPM,N,N,N,N
M-9501,3705,51430,46TH ST STATION,NULL,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,,ST,Rail Station,,N,N,N,N
M-9434,2758,51436,BLOOMINGTON CENTRAL STATION,NULL,NEAR SIDE  E,BLOOMINGTON,Y,METRO,,ST,Rail Station,BLPM,Y,Y,N,N
M-9428,2684,51574,HIAWATHA AV - BRIDGE,50 ST - MNHAHA STN,ACROSS FROM  N,MINNEAPOLIS,N,METRO,PT,ST,Rail Station,BLPM,Y,Y,N,N
M-9433,2757,53279,AMERICAN BLVD 34TH AVE STATION,NULL,FAR SIDE  S,FORT SNELLING,Y,METRO,,ST,Rail Station,BLPM,Y,Y,N,N
M-4367,2763,53349,ELK RIVER STATION,PLATFORM,NEAR SIDE  E,ELK RIVER,Y,METRO,,ST,Rail Station,FLT,Y,Y,N,N
M-4271,2762,53350,ANOKA STATION,PLATFORM,NEAR SIDE  E,ANOKA,Y,METRO,,ST,Rail Station,FLT,Y,Y,N,N
M-4251,2761,53351,COON RAPIDS RIVERDALE STATION,PLATFORM,NEAR SIDE  S,COON RAPIDS,Y,METRO,,ST,Rail Station,FLT,Y,Y,N,N
M-4161,2760,53352,FRIDLEY STATION,PLATFORM,NEAR SIDE  S,FRIDLEY,Y,METRO,,ST,Rail Station,FLT,Y,Y,N,N
M-4469,2739,53361,BIG LAKE STATION,MAINTENANCE,NEAR SIDE  W,BIG LAKE TWP,N,METRO,P,ST,Rail Station,FLT,Y,Y,N,N
M-8135,2902,55996,TARGET FIELD STATION PLATFORM 2,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8123,2831,56001,WEST BANK STATION,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8122,2832,56002,EAST BANK STATION,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8121,2833,56003,STADIUM VILLAGE STATION,NULL,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8120,2834,56004,PROSPECT PARK STATION,NULL,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8115,2835,56005,WESTGATE STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8114,2836,56006,RAYMOND AVE STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLI,Y,Y,N,N
M-8113,2837,56007,FAIRVIEW AVE STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8112,2838,56008,SNELLING AVE STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8111,2839,56009,HAMLINE AVE STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8110,2840,56010,LEXINGTON PKWY STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8108,2841,56011,VICTORIA ST STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8107,2842,56012,DALE ST STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,N,N,N,N
M-8106,2843,56013,WESTERN AVE STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8105,2844,56014,CAPITOL / RICE ST STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8104,2845,56015,ROBERT ST STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8103,2846,56016,10TH ST STATION,NULL,NEAR SIDE  S,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8102,2847,56017,CENTRAL STATION,NULL,NEAR SIDE  S,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-8101,2848,56018,UNION DEPOT STATION,NULL,NEAR SIDE  E,SAINT PAUL,Y,METRO,,ST,Rail Station,GLSTP,Y,Y,N,N
M-4313,2827,56048,VETERANS DR,RAMSEY P&R,NEAR SIDE  E,RAMSEY,Y,METRO,,ST,Rail Station,FLT,Y,Y,N,N
M-4109,2746,56333,TARGET FIELD STATION PLATFORM 1,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,PT,ST,Rail Station,GLI,Y,Y,N,N
M-9422,2749,56338,U.S. BANK STADIUM STATION,NULL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,PT,ST,Rail Station,BLAM,Y,Y,N,N
O-414,105,171,LYNDALE AVE S,28TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-543,2078,289,WABASHA ST,CESAR CHAVEZ ST,NEAR SIDE  N,SAINT PAUL,Y,OTHER,CO,ShOO,Shelter Other Owned,SE,N,N,N,N
O-2510,2872,560,LEXINGTON AVE,LARPENTEUR AVE,NEAR SIDE  S,ROSEVILLE,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-9118,1242,917,COMO AVE,CARTER AVE,NEAR SIDE  E,SAINT PAUL,Y,OTHER,P,ShOO,Shelter Other Owned,4,N,N,N,N
O-9136,206,1327,HENNEPIN AVE,25TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,OTHER,PT,ShOO,Shelter Other Owned,0,N,N,N,N
M-218,440,3370,LYNDALE AVE S,66TH ST W,FAR SIDE  N,RICHFIELD,Y,METRO,BR,ShOO,Shelter Other Owned,SW,N,Y,N,N
O-2780,3083,3372,LYNDALE AVE S,64TH ST W,NEAR SIDE  N,RICHFIELD,Y,OTHER,,ShOO,Shelter Other Owned,SW,N,N,N,N
O-9134,375,3549,METHODIST HOSPITAL,EMERGENCY ENTRANCE,ACROSS FROM  N,SAINT LOUIS PARK,Y,OTHER,H,ShOO,Shelter Other Owned,8,N,N,N,N
O-9051,2168,3980,LARPENTEUR AVE,FERNWOOD ST,NEAR SIDE  W,ROSEVILLE,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-103,2167,4264,LARPENTEUR AVE,HAMLINE AVE,NEAR SIDE  W,ROSEVILLE,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-9035,361,4719,EXCELSIOR BLVD,METHODIST HOSPITAL,ACROSS FROM  E,SAINT LOUIS PARK,Y,OTHER,H,ShOO,Shelter Other Owned,0,N,N,N,N
O-1419,201,4820,MAINSTREET,7TH AVE S,FAR SIDE  E,HOPKINS,Y,OTHER,P,ShOO,Shelter Other Owned,0,N,Y,N,N
O-9140,2705,4842,METHODIST HOSPITAL,EMERGENCY ENTRANCE,NEAR SIDE  S,SAINT LOUIS PARK,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-9061,436,4848,EXCELSIOR BLVD,BROOKSIDE AVE,FAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-9032,359,4850,EXCELSIOR BLVD,WOODDALE AVE,FAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,P,ShOO,Shelter Other Owned,8,N,N,N,N
O-9053,2650,4852,EXCELSIOR BLVD,QUENTIN AVE,NEAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-9056,2204,4853,EXCELSIOR BLVD,NATCHEZ AVE,NEAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,P,ShOO,Shelter Other Owned,8,N,N,N,N
O-9058,509,4854,EXCELSIOR BLVD,38TH ST W (MONTEREY),NEAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,P,ShOO,Shelter Other Owned,8,N,N,N,N
O-9055,2203,4855,EXCELSIOR BLVD,JOPPA AVE,NEAR SIDE  E,SAINT LOUIS PARK,Y,OTHER,P,ShOO,Shelter Other Owned,8,N,N,N,N
O-9066,2719,4858,EXCELSIOR BLVD,GLENHURST AVE / FRANCE,MID BLOCK  E,SAINT LOUIS PARK,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-9034,360,5799,MINNETONKA BLVD,PRINCETON AVE,ACROSS FROM  E,SAINT LOUIS PARK,Y,OTHER,H,ShOO,Shelter Other Owned,8,N,N,N,N
O-8107,2342,6212,XERXES AVE S,50TH ST W,NEAR SIDE  S,MINNEAPOLIS,Y,OTHER,,ShOO,Shelter Other Owned,0,Y,Y,N,N
O-9029,94,6997,WAYZATA BLVD,CENTRAL AVE (CO RD 101),FAR SIDE  E,WAYZATA,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-2491,2796,8116,WAYZATA BLVD N,MARION LANE (SUNSET),ACROSS FROM  E,MINNETONKA,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-3128,3028,8326,WEST BROADWAY,LOGAN AVE,NEAR SIDE  W,MINNEAPOLIS,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-3000,2713,9545,BASS LAKE RD (CO RD 10),YUKON AVE N,ACROSS FROM  E,NEW HOPE,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-8108,2378,10629,LARPENTEUR AVE,ARONA ST,NEAR SIDE  E,FALCON HEIGHTS,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
M-2601,1165,11102,PENN AVE N,LOWRY AVE N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,ShOO,Shelter Other Owned,NW,N,Y,N,N
O-4000,2282,12169,EAST RIVER RD - NOT,UNITED DEFENSE #7,FAR SIDE  N,FRIDLEY,N,OTHER,P,ShOO,Shelter Other Owned,0,N,N,N,N
O-2524,2009,14679,2ND ST NE,8TH AVE NE,NEAR SIDE  N,MINNEAPOLIS,Y,OTHER,P,ShOO,Shelter Other Owned,7,N,N,N,N
O-9117,261,15808,UNIVERSITY AVE,FAIRVIEW AVE,NEAR SIDE  E,SAINT PAUL,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-1408,235,16496,MINNESOTA VETERANS HOME,BLDG 19,ACROSS FROM  W,MINNEAPOLIS,Y,OTHER,,ShOO,Shelter Other Owned,SE,N,N,N,N
O-5044,1080,16568,UNIVERSITY AVE SE,25TH AVE,MID BLOCK  W,MINNEAPOLIS,Y,OTHER,P,ShOO,Shelter Other Owned,MPLS-E,N,N,N,N
O-9132,35,17897,7TH ST S,PARK AVE S,NEAR SIDE  W,MINNEAPOLIS,Y,OTHER,,ShOO,Shelter Other Owned,MPLS,N,N,N,N
M-2781,2680,41896,66TH ST E,PORTLAND AVE S,NEAR SIDE  W,RICHFIELD,Y,METRO,,ShOO,Shelter Other Owned,SE,N,N,N,N
O-1429,1236,42892,LANCASTER LANE,4 SEASONS MALL,NEAR SIDE  N,PLYMOUTH,Y,OTHER,DT,ShOO,Shelter Other Owned,0,N,Y,N,N
O-1430,1237,42997,LANCASTER LANE,4 SEASONS MALL,ACROSS FROM  S,PLYMOUTH,Y,OTHER,DT,ShOO,Shelter Other Owned,0,N,Y,N,N
O-1423,243,43001,LANCASTER LANE,36TH AVE N,NEAR SIDE  S,PLYMOUTH,Y,OTHER,H,ShOO,Shelter Other Owned,0,N,N,N,N
O-1413,702,43235,REVERE LANE,97TH PLACE,NEAR SIDE  S,MAPLE GROVE,Y,OTHER,H,ShOO,Shelter Other Owned,0,N,N,N,N
O-8104,2245,43305,LOUISIANA AVE,28TH ST W,NEAR SIDE  S,SAINT LOUIS PARK,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-8105,2246,43337,LOUISIANA AVE,27TH ST W,NEAR SIDE  N,SAINT LOUIS PARK,Y,OTHER,P,ShOO,Shelter Other Owned,0,N,N,N,N
O-977,639,43994,26TH AVE N,LANCASTER LANE,ACROSS FROM  W,PLYMOUTH,Y,OTHER,H,ShOO,Shelter Other Owned,0,N,N,N,N
O-9411,2806,44641,MOA TRANSIT STATION,GATE B,NEAR SIDE  S,BLOOMINGTON,Y,OTHER,DG,ShOO,Shelter Other Owned,SOUTH,Y,Y,N,N
O-1743,1798,46922,HODGSON RD,TURTLE LAKE RD,NEAR SIDE  S,SHOREVIEW,Y,OTHER,CO,ShOO,Shelter Other Owned,NE,N,Y,N,N
O-1744,305,46931,HODGSON RD,TANGLEWOOD DR,NEAR SIDE  S,SHOREVIEW,Y,OTHER,CO,ShOO,Shelter Other Owned,NE,N,Y,N,N
O-9060,2593,48213,BREN RD E,BLUE CIRCLE DR,FAR SIDE  N,MINNETONKA,Y,OTHER,P,ShOO,Shelter Other Owned,0,N,N,N,N
O-9045,365,49409,HENNEPIN AVE,3RD ST S,FAR SIDE  N,MINNEAPOLIS,Y,OTHER,P,ShOO,Shelter Other Owned,8,N,N,N,N
O-9608,2882,50318,PLYMOUTH BLVD,ROCKFORD RD (CO RD 9),NEAR SIDE  N,PLYMOUTH,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-9002,2161,50526,AIRPORT TRANSIT PLAZA,GATE #3,NEAR SIDE  S,FORT SNELLING,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-9003,2162,50527,AIRPORT TRANSIT PLAZA,GATE #4,NEAR SIDE  S,FORT SNELLING,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-379,490,50529,DELLWOOD LANE,HUDSON RD,NEAR SIDE  S,LANDFALL,Y,OTHER,P,ShOO,Shelter Other Owned,EAST,N,N,N,N
O-8103,2213,51065,WELLS FARGO,PARKVIEW DR,FAR SIDE  W,SHOREVIEW,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-8109,2381,51476,MOA TEMP TRANSIT - NOT,GATE B - ARRIVE,NEAR SIDE  E,BLOOMINGTON,N,OTHER,DG,ShOO,Shelter Other Owned,SOUTH,N,N,N,N
O-9617,2879,52052,ANNAPOLIS LANE,52ND AVE N,NEAR SIDE  S,PLYMOUTH,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-8111,2452,52180,PERFORMANCE DR,ECOLAB CAMPUS,FAR SIDE  N,EAGAN,Y,OTHER,,ShOO,Shelter Other Owned,0,N,N,N,N
O-2442,2553,52671,PENN AVE N,WEST BROADWAY,NEAR SIDE  N,MINNEAPOLIS,Y,OTHER,P,ShOO,Shelter Other Owned,NW,N,N,N,N
O-2000,2853,53052,NORMANDALE LAKE BLVD,83RD ST / 84TH ST,MID BLOCK  S,BLOOMINGTON,Y,OTHER,,ShOO,Shelter Other Owned,,N,N,N,N
O-1742,1807,53168,HODGSON RD,GRAMSIE RD (RICE ST),NEAR SIDE  S,SHOREVIEW,Y,OTHER,CO,ShOO,Shelter Other Owned,NE,N,Y,N,N
P-30,2628,53313,2ND AVE S,7TH ST - STOP GROUP F,NEAR SIDE  N,MINNEAPOLIS,Y,POSTER,P,ShOO,Shelter Other Owned,,Y,Y,N,N
M-5601,878,292,WABASHA ST,PLATO BLVD,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5602,1194,911,COMO AVE,EUSTIS ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,Y
M-5604,1172,974,RICE ST,CHARLES AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,UNI,N,N,N,Y
M-5106,802,1100,HENNEPIN AVE S,25TH ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,N
M-406,591,1197,NICOLLET AVE S,GRANT ST E,FAR SIDE  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-5605,877,1238,WABASHA ST,7TH ST,FAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-2500,41,1246,CEDAR ST,5TH ST,FAR SIDE  S,SAINT PAUL,Y,METRO,P,ShTO,Shelter Transit Owned,STP,Y,Y,N,N
M-2177,759,1321,HENNEPIN AVE,31ST ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,P,ShTO,Shelter Transit Owned,MPLS-W,N,Y,N,N
M-5606,871,2609,ROBERT ST S,PLATO BLVD E,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5607,1175,2611,MINNESOTA ST,4TH ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5608,873,2619,WABASHA ST,PLATO BLVD,FAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5609,2464,2798,ROBERT ST S,ISABEL ST,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5610,2070,2800,STATE ST,CESAR CHAVEZ ST (CONCORD),FAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5004,1067,3050,GLENWOOD AVE,LYNDALE AVE N (W),NEAR SIDE  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,NW,N,N,N,Y
M-5612,872,3264,6TH ST,WASHINGTON ST / 7TH ST,MID BLOCK  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5100,1124,3375,LYNDALE AVE S,61ST ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,SW,N,N,N,Y
M-5038,1141,3391,2ND AVE S,DIAMOND LAKE RD E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,SW,N,N,N,Y
M-2454,2568,4557,VETERANS DR,VA MEDICAL CENTER STATION,FAR SIDE  W,FORT SNELLING,Y,METRO,P,ShTO,Shelter Transit Owned,SOUTH,N,Y,N,N
M-9052,1822,4558,VA MEDICAL CENTER,VISITORS ENTRANCE,NEAR SIDE  S,FORT SNELLING,Y,METRO,P,ShTO,Shelter Transit Owned,SOUTH,Y,Y,N,N
M-2453,2490,4559,VETERANS DR,VA MEDICAL CENTER STATION,NEAR SIDE  E,FORT SNELLING,Y,METRO,P,ShTO,Shelter Transit Owned,SOUTH,Y,Y,N,N
M-5072,1068,4866,LAKE ST W,CALHOUN PKWY / KNOX AVE,MID BLOCK  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-W,N,N,N,Y
M-5613,1196,5560,MARYLAND AVE,DALE ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,Y
M-5019,797,6243,XERXES AVE S,50TH ST W,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,SW,N,N,N,Y
M-3166,677,6767,CO RD 73 P&R,A BAY,NEAR SIDE  E,MINNETONKA,Y,METRO,P,ShTO,Shelter Transit Owned,CONTRACT,Y,Y,N,N
M-1354,668,6990,WAYZATA BLVD P&R,GATE B,NEAR SIDE  E,WAYZATA,Y,METRO,P,ShTO,Shelter Transit Owned,CONTRACT,Y,Y,N,N
M-1730,6,8294,WEST BROADWAY,EMERSON AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,HP,ShTO,Shelter Transit Owned,NW,Y,Y,N,N
M-5615,1174,10234,7TH ST W,SMITH AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5616,2463,10358,7TH ST W,WALNUT ST,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5618,1197,10498,RICE ST,LAWSON AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,Y
M-5619,1198,10734,DALE ST,COMO AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,NE,N,N,N,Y
M-5620,883,11716,RANDOLPH AVE,SNELLING AVE S,FAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-5621,1187,11728,RANDOLPH AVE,LEXINGTON PKWY,NEAR SIDE  E,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,N
M-5623,1209,11819,BURR ST,TEDESCO ST,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-9125,710,11859,6TH ST,JACKSON / ROBERT,MID BLOCK  W,SAINT PAUL,Y,METRO,P,ShTO,Shelter Transit Owned,STP,Y,Y,N,N
M-2521,338,11861,6TH ST,CEDAR ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,P,ShTO,Shelter Transit Owned,STP,N,N,N,N
M-5625,1090,11862,6TH ST,WABASHA ST,FAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,Y
M-5650,373,11863,6TH ST,WASHINGTON ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,N
M-5627,881,11884,KELLOGG BLVD,MULBERRY ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,N
M-5628,1826,11888,JOHN IRELAND BLVD,MARSHALL AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,UNI,N,N,N,N
M-5629,329,11921,LAFAYETTE RD,UNIVERSITY AVE,NEAR SIDE  S,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,STP,N,N,N,N
M-4272,2741,12038,4TH AVE,JOHNSON ST/PIERCE ST,MID BLOCK  N,ANOKA,Y,METRO,,ShTO,Shelter Transit Owned,,N,N,N,N
M-5001,1066,12282,CENTRAL AVE,2ND ST SE,ACROSS FROM  S,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,MPLS-C,N,N,N,Y
M-304,683,12790,LOWRY AVE N,4TH ST / 3RD ST N,MID BLOCK  E,MINNEAPOLIS,Y,METRO,CBS,ShTO,Shelter Transit Owned,NW,N,N,N,Y
M-5632,1181,13096,7TH ST W,MADISON ST,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
M-5633,1094,13111,7TH ST W,WATSON AVE,NEAR SIDE  N,SAINT PAUL,Y,METRO,CBS,ShTO,Shelter Transit Owned,SE,N,N,N,Y
