SHELT_NB,shelter_id,site_id,site_on,site_at,CORN_DESC,CITY,bustop_yn,OWNER,shelter_manufacturer_id,shel_type,shelter_type_description,RT_CD,has_heat,has_light,has_solar,has_adpanel
M-2407,473,15630,FRANKLIN AVE E,BLOOMINGTON AVE S,ACROSS FROM  W,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-E,N,Y,Y,N
M-2386,1741,15791,UNIVERSITY AVE SE,29TH AVE SE,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,Y,N,N
M-1541,259,15806,UNIVERSITY AVE,PRIOR AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-340,479,15814,UNIVERSITY AVE,PASCAL ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-2489,2772,15819,UNIVERSITY AVE,DUNLAP ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-1914,1754,15859,UNIVERSITY AVE,ALBERT ST,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-1545,263,15860,UNIVERSITY AVE,PASCAL ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,N,N,N
M-1938,2577,15865,UNIVERSITY AVE,ALDINE ST,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-1542,260,15867,UNIVERSITY AVE,FAIRVIEW AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-342,1147,15885,UNIVERSITY AVE SE,29TH AVE SE,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,Y,N,N
M-1606,284,16031,JOHNSON ST NE,LOWRY AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2541,2986,16046,10TH AVE SE,8TH ST SE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-259,450,16098,15TH AVE SE,COMO AVE SE,FAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,Y,N,N
M-5116,1151,16111,15TH AVE SE,4TH ST SE,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-1968,1337,16124,4TH ST SE,CENTRAL AVE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-C,N,Y,N,N
M-747,583,16128,UNIVERSITY AVE SE,4TH AVE SE,ACROSS FROM  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-2385,2421,16137,UNIVERSITY AVE SE,15TH AVE SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,N,N,N
M-2486,2148,16140,UNIVERSITY AVE SE,17TH AVE SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,Y
M-2501,2858,16145,UNIVERSITY AVE SE,OAK ST SE,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-2488,2718,16157,4TH ST SE,17TH AVE SE,FAR SIDE  W,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,N,N,N
M-421,498,16303,MINNEHAHA AVE S,38TH ST E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,SE,N,N,N,N
M-1388,223,16307,MINNEHAHA AVE S,36TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,N,N,N
M-1988,1412,16315,26TH AVE S,29TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,Y,N,N
M-2405,2431,16435,CEDAR AVE S,RIVERSIDE PLAZA,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-770,592,16437,CEDAR AVE S,6TH ST S,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-2384,1706,16573,8TH ST SE,10TH AVE SE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-497,524,16632,MINNEHAHA AVE S,35TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,N,N,N
M-7026,1519,16878,LAKE ST E,12TH AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,0,N,N,N,N
M-2413,1518,16879,LAKE ST E,12TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,Y,N,N
M-2519,1126,16915,LAKE ST E,33RD AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-756,756,16920,LAKE ST E,36TH AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-780,598,16950,MARSHALL AVE,CRETIN AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,Y,N,N
M-29,47,16959,MARSHALL AVE,CLEVELAND AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,Y,N,N
M-778,597,16960,MARSHALL AVE,CLEVELAND AVE,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,Y,N,N
M-445,507,17004,SELBY AVE,LEXINGTON PKWY,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,N,N,N
M-781,599,17005,SELBY AVE,LEXINGTON PKWY,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,N,N,N
M-1642,1881,17007,SELBY AVE,OXFORD ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-842,620,17008,SELBY AVE,CHATSWORTH ST,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-447,508,17013,SELBY AVE,VICTORIA ST,FAR SIDE  W,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,N,N,N
M-2108,2195,17018,SELBY AVE,ST ALBANS ST / GROTTO ST,MID BLOCK  W,SAINT PAUL,Y,METRO,HP,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-2411,2414,17023,SELBY AVE,DALE ST,NEAR SIDE  W,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,N,N,N
M-2529,2954,17042,FREEWAY BLVD,JAMES AVE N,FAR SIDE  W,BROOKLYN CENTER,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-439,505,17138,CENTRAL AVE NE,53RD AVE NE,FAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-822,614,17145,CENTRAL AVE NE,50TH AVE NE,NEAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-1331,656,17146,CENTRAL AVE NE,49TH AVE NE,FAR SIDE  S,HILLTOP,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-566,547,17150,CENTRAL AVE NE,47TH AVE NE,ACROSS FROM  S,HILLTOP,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-2400,2427,17153,CENTRAL AVE NE,46TH AVE NE,FAR SIDE  S,HILLTOP,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-2399,2426,17154,CENTRAL AVE NE,45TH AVE NE,FAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-1508,256,17157,CENTRAL AVE NE,44TH AVE NE,NEAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,Y,N,N
M-1381,218,17165,CENTRAL AVE NE,40TH AVE NE,NEAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-171,421,17195,CENTRAL AVE NE,LOWRY AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,Y,N,N
M-407,496,17208,CENTRAL AVE NE,18TH AVE NE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-1533,704,17216,CENTRAL AVE NE,BROADWAY ST NE,FAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,Y,N,N
M-2516,2915,17590,36TH AVE S,LAKE ST E,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,N,N,N
M-518,529,17658,PLYMOUTH AVE,EMERSON AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,Y,N,N
M-941,191,17692,PLYMOUTH AVE,LOGAN AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,N,N,N
M-2498,1167,17747,4TH AVE S,38TH ST E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,N,N,N
M-604,565,17781,INTERSTATE 35W,LAKE ST E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2308,2269,17835,PENN AVE N,OAK PARK AVE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,H,C,6 X 12 with windscreen,NW,Y,Y,N,N
M-2403,2429,17839,OLSON MEMORIAL HWY,PENN AVE N,FAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,N,N,N
M-2701,3089,17840,OLSON MEMORIAL HWY,PENN AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,Y,N,N
M-2404,2201,17843,OLSON MEMORIAL HWY,MORGAN AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,Y,N,N
M-2702,3090,17844,OLSON MEMORIAL HWY,MORGAN AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,N,N,N
M-441,506,17847,OLSON MEMORIAL HWY,HUMBOLDT AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NW,N,N,N,N
M-2548,3079,17848,OLSON MEMORIAL HWY,HUMBOLDT AVE N,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,N,N,N
M-276,460,17852,OLSON MEMORIAL HWY,BRYANT AVE N,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,H,C,6 X 12 with windscreen,NW,N,Y,N,N
M-1665,25,17859,4TH ST N,HENNEPIN AVE,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,N,Y,Y,N
M-2211,376,17860,4TH ST S,NICOLLET MALL,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,Y,Y,Y,N
M-1661,34,17901,7TH ST S,3RD AVE / 2ND AVE S,MID BLOCK  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-1659,289,17908,8TH ST S,MARQUETTE AVE / 2ND AVE S,MID BLOCK  E,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-C,Y,Y,N,N
M-1700,294,17910,8TH ST S,3RD AVE / 4TH AVE S,MID BLOCK  E,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-265,455,17923,HENNEPIN AVE,8TH ST N,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,Y,Y,N,N
M-922,632,17932,HENNEPIN AVE,DOUGLAS AVE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,N,N,N,N
M-498,525,17936,HENNEPIN AVE,GROVELAND AVE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,N,N,N,N
M-298,469,17937,HENNEPIN AVE,OAK GROVE ST,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,N,N,N,N
M-2227,2227,18098,TIMBERLAKE RD N,KLAINERT ST,ACROSS FROM  S,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-2518,2940,18131,CAYUGA ST - NOT,EAST METRO GARAGE,ACROSS FROM  W,SAINT PAUL,N,METRO,DG,C,6 X 12 with windscreen,NE,N,N,N,N
M-1748,42,18563,ENERGY PARK DR,BANDANA BLVD W,FAR SIDE  W,SAINT PAUL,Y,METRO,CO,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2278,2178,18626,ENERGY PARK DR,#1200,ACROSS FROM  W,SAINT PAUL,Y,METRO,H,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2525,2939,18683,CRETIN AVE,SUMMIT AVE,FAR SIDE  N,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,SE,N,N,N,N
M-1904,1298,18730,JEFFERSON AVE,EDGCUMBE RD,NEAR SIDE  W,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,N,N,N
M-2540,2983,18785,CLEVELAND AVE,GRAND AVE,FAR SIDE  N,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,SE,N,N,N,N
M-245,76,18811,MINNEHAHA AVE,SNELLING AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-487,124,18817,MINNEHAHA AVE,HAMLINE AVE,NEAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-161,417,19426,CEDAR AVE S,6TH ST S,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,Y,N,N
M-758,171,20048,LYNDALE AVE S,LAKE ST W,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,N,N,N,N
M-1500,2804,40179,WASHINGTON RAMP,CEDAR AVE S,FAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,Y,Y,N,N
M-3101,726,40213,FOLEY P&R,EVERGREEN BLVD,FAR SIDE  E,COON RAPIDS,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-341,480,40227,UNIVERSITY AVE,57TH AVE NE,FAR SIDE  S,FRIDLEY,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-343,482,40229,UNIVERSITY AVE,61ST AVE NE,FAR SIDE  S,FRIDLEY,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-2320,2247,40234,UNIVERSITY AVE,73RD AVE NE,FAR SIDE  S,FRIDLEY,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-166,419,40236,UNIVERSITY AVE,MISSISSIPPI ST NE,FAR SIDE  S,FRIDLEY,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,Y,N,N
M-1574,276,40340,24TH ST W,NICOLLET AVE S,NEAR SIDE  E,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-5202,794,40467,CEDAR AVE S,FRANKLIN AVE E,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-1751,43,40724,MONROE ST NE,OSBORNE RD NE,NEAR SIDE  S,SPRING LAKE PARK,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-1558,705,40882,UNIVERSITY AVE (HWY 47),40TH AVE NE,FAR SIDE  S,COLUMBIA HEIGHTS,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,Y,N,N
M-1434,357,41157,RIDGEDALE MALL,EAST ENTRANCE,NEAR SIDE  S,MINNETONKA,Y,METRO,BR,C,6 X 12 with windscreen,SW,N,N,N,N
M-2349,2330,41193,INTERSTATE 35W EXIT,66TH ST W,NEAR SIDE  S,RICHFIELD,Y,METRO,H,C,6 X 12 with windscreen,SW,N,N,N,N
M-2707,3068,41243,OAK ST SE,UNIVERSITY AVE SE,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2502,2859,41248,OAK ST SE,WASHINGTON AVE SE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-2412,3309,41255,LINDAU LN,28TH AVE / 30TH AVE,MID BLOCK  E,BLOOMINGTON,Y,METRO,BR,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2495,1166,41705,CEDAR AVE S,3RD ST S,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-2808,3093,41911,2ND AVE S,CONVENTION CENTER,ACROSS FROM  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-W,N,N,N,N
M-1959,1900,42072,73RD AVE N,#5700,NEAR SIDE  W,BROOKLYN PARK,Y,METRO,DG,C,6 X 12 with windscreen,MPLS-E,N,Y,Y,N
M-2142,1945,42118,LAFAYETTE RD E,#341 - FRONT,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,STP,N,Y,N,N
M-1782,27,42213,UNIVERSITY AVE,ALBERT ST,FAR SIDE  E,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-1956,1884,42246,BROOKLYN BLVD,ZANE AVE N,NEAR SIDE  E,BROOKLYN PARK,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,Y,Y,N
M-1957,1886,42247,BROOKLYN BLVD,WELCOME AVE N,NEAR SIDE  E,BROOKLYN PARK,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,Y,Y,N
M-1958,1914,42249,REGENT AVE N,BROOKLYN BLVD,FAR SIDE  S,BROOKLYN PARK,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,Y,Y,N
M-2137,1416,42307,JOHNSON ST NE,QUARRY CENTER,FAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2366,385,42319,MAPLEWOOD MALL TRANSIT CENTER,GATE B,NEAR SIDE  S,MAPLEWOOD,Y,METRO,H,C,6 X 12 with windscreen,EAST,Y,Y,N,N
M-2274,2194,42411,HWY 55 (OLSON MEMORIAL HWY),DOUGLAS DR,FAR SIDE  E,GOLDEN VALLEY,Y,METRO,BR,C,6 X 12 with windscreen,NW,N,N,N,N
M-2313,1259,42412,95TH AVE P&R,SHELTER,NEAR SIDE  S,BLAINE,Y,METRO,P,C,6 X 12 with windscreen,NORTH,Y,Y,N,N
M-1607,1877,42448,JOHNSON ST NE,QUARRY CENTER,ACROSS FROM  S,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2499,2856,42562,BROOKLYN BLVD,HENNEPIN FAMILY SERVICE CTR,NEAR SIDE  S,BROOKLYN CENTER,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,N,N,N
M-1785,319,42838,INTERSTATE 94,HURON TRANSIT STATION,NEAR SIDE  W,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,Y,N,N
M-1407,234,43583,WEST RIVER RD,117TH AVE P&R,NEAR SIDE  S,CHAMPLIN,Y,METRO,BR,C,6 X 12 with windscreen,NORTH,N,Y,N,N
M-2509,2871,43620,FRANCE AVE S,VALLEY WEST CENTER,NEAR SIDE  S,BLOOMINGTON,Y,METRO,BR,C,6 X 12 with windscreen,SW,N,N,N,N
M-1818,1795,44366,SOUTHTOWN SERVICE RD,KOHLS ENTRANCE,NEAR SIDE  W,BLOOMINGTON,Y,METRO,BR,C,6 X 12 with windscreen,SW,N,N,N,N
M-9412,1868,44642,MOA TRANSIT STATION,GATE C,NEAR SIDE  S,BLOOMINGTON,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-1766,2084,44655,BROOKLYN BLVD P&R,65TH AVE N,FAR SIDE  N,BROOKLYN CENTER,Y,METRO,CO,C,6 X 12 with windscreen,NW,Y,Y,N,N
M-9413,1869,46334,MOA TRANSIT STATION,GATE D,NEAR SIDE  S,BLOOMINGTON,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-819,2403,46691,RICE ST,CO RD B,NEAR SIDE  S,ROSEVILLE,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,Y,Y,N
M-2539,3002,46698,RICE ST,WHEELOCK PKWY,NEAR SIDE  S,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-153,62,46943,RICE ST,CO RD C,NEAR SIDE  S,ROSEVILLE,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,Y,N,N
M-1800,209,47708,SILVER LAKE RD,5TH ST NW,FAR SIDE  S,NEW BRIGHTON,Y,METRO,DG,C,6 X 12 with windscreen,NORTH,N,Y,N,N
M-2348,2329,48084,INTERSTATE 35W EXIT,66TH ST W,NEAR SIDE  N,RICHFIELD,Y,METRO,H,C,6 X 12 with windscreen,SW,N,N,N,N
M-2305,2179,48296,HWY 61,LOWER AFTON P&R,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,EAST,N,N,N,N
M-2279,2173,48380,MCKNIGHT RD,LOWER AFTON RD,FAR SIDE  N,MAPLEWOOD,Y,METRO,DG,C,6 X 12 with windscreen,EAST,N,Y,N,N
M-346,2110,49237,PLEASANT ST,EDDY HALL,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-2544,2990,49714,LEXINGTON PKWY,UNIVERSITY AVE,FAR SIDE  N,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,N,N,N
M-2545,2945,49735,LEXINGTON PKWY,UNIVERSITY AVE,FAR SIDE  S,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,UNI,N,N,N,N
M-348,2112,49881,PLEASANT ST,JONES HALL,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,NE,N,N,N,N
M-2221,2175,49895,COMO AVE,RICE ST,FAR SIDE  W,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,UNI,N,Y,N,N
M-2254,2262,49914,3RD ST E,WHITE BEAR AVE,FAR SIDE  W,SAINT PAUL,Y,METRO,BR,C,6 X 12 with windscreen,EAST,N,Y,N,N
M-2300,2163,49995,ROBERT ST,KELLOGG BLVD,NEAR SIDE  S,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,STP,Y,Y,N,N
M-2181,2120,50005,SNELLING AVE,MIDWAY PKWY,NEAR SIDE  N,SAINT PAUL,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,Y,N,N
M-2185,2126,50009,SNELLING AVE,HOYT AVE,NEAR SIDE  S,FALCON HEIGHTS,Y,METRO,DG,C,6 X 12 with windscreen,NE,N,Y,N,N
M-3163,2480,50157,COTTAGE GROVE P&R,W POINT DOUGLAS RD S,ACROSS FROM  S,COTTAGE GROVE,Y,METRO,DG,C,6 X 12 with windscreen,EAST,Y,Y,N,N
M-2347,2328,50326,66TH ST W,HWY 35W OVERPASS,MID BLOCK  W,RICHFIELD,Y,METRO,H,C,6 X 12 with windscreen,SW,N,N,N,N
M-2346,2327,50327,66TH ST W,HWY 35W OVERPASS,MID BLOCK  E,RICHFIELD,Y,METRO,H,C,6 X 12 with windscreen,SW,N,N,N,N
M-347,2111,50431,PLEASANT ST,EDDY HALL - LEAVE,NEAR SIDE  S,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-E,N,N,N,N
M-1946,2730,50588,ST CROIX REC CENTER,P&R SHELTER,FAR SIDE  S,STILLWATER,Y,METRO,CO,C,6 X 12 with windscreen,EAST,N,Y,N,N
M-2367,2181,50689,MAPLEWOOD MALL TRANSIT CENTER,GATE F,NEAR SIDE  N,MAPLEWOOD,Y,METRO,H,C,6 X 12 with windscreen,EAST,N,N,N,N
M-2546,3037,51382,3RD AVE S,WASHINGTON AVE,FAR SIDE  N,MINNEAPOLIS,Y,METRO,BR,C,6 X 12 with windscreen,MPLS-C,N,N,N,N
M-2380,2383,51542,38TH ST STATION,GATE A,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,H,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2379,2384,51543,38TH ST STATION,GATE B,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,H,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2354,2343,51544,46TH ST STATION GATE A,NULL,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,H,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2356,2345,51546,46TH ST STATION,GATE C,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CO,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2358,2347,51548,46TH ST STATION,GATE E,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,H,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2355,2344,51549,46TH ST STATION,GATE F,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,CO,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2357,2346,51551,46TH ST STATION,GATE H,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2378,2374,51552,46TH ST STATION,GATE J,NEAR SIDE  N,MINNEAPOLIS,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,N,N,N,N
M-2361,2353,51821,SOUTH BLOOMINGTON TRANSIT CENTER,GATE A,NEAR SIDE  S,BLOOMINGTON,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2364,2357,51822,SOUTH BLOOMINGTON TRANSIT CENTER,GATE B,NEAR SIDE  S,BLOOMINGTON,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
M-2362,2355,51823,SOUTH BLOOMINGTON TRANSIT CENTER,GATE C,NEAR SIDE  S,BLOOMINGTON,Y,METRO,DG,C,6 X 12 with windscreen,SOUTH,Y,Y,N,N
